Year,State,StateCode,CountyCode,CountyName,TotalPop,PS-GWPop,PS-SWPop,PS-TOPop,PS-WGWFr,PS-WGWSa,PS-WGWTo,PS-WSWFr,PS-WSWSa,PS-WSWTo,PS-WFrTo,PS-WSaTo,PS-WTotl,PS-DelDO,PS-DelCO,PS-DelIN,PS-DelPT,PS-DelTO,PS-UsLos,PS-PrCap,PS-RecWW,PS-Facil,PS-FacDB,CO-WGWFr,CO-WGWSa,CO-WGWTo,CO-WSWFr,CO-WSWSa,CO-WSWTo,CO-WFrTo,CO-WSaTo,CO-WTotl,CO-PSDel,CO-WDelv,CO-CUsFr,CO-CUsSa,CO-CUTot,CO-RecWW,DO-SSPop,DO-WGWFr,DO-WGWSa,DO-WGWTo,DO-WSWFr,DO-WSWSa,DO-WSWTo,DO-WFrTo,DO-WSaTo,DO-WTotl,DO-SSPCp,DO-PSPop,DO-PSDel,DO-PSPCp,DO-WDelv,DO-CUsFr,DO-CUsSa,DO-CUTot,IN-WGWFr,IN-WGWSa,IN-WGWTo,IN-WSWFr,IN-WSWSa,IN-WSWTo,IN-WFrTo,IN-WSaTo,IN-WTotl,IN-PSDel,IN-WDelv,IN-CUsFr,IN-CUsSa,IN-CUTot,IN-RecWW,IN-Facil,IN-FacDB,PT-WGWFr,PT-WGWSa,PT-WGWTo,PT-WSWFr,PT-WSWSa,PT-WSWTo,PT-WFrTo,PT-WSaTo,PT-WTotl,PT-PSDel,PT-WDelv,PT-CUsFr,PT-CUsSa,PT-CUTot,PT-Power,PT-RecWW,PT-Facil,PT-FacDB,PF-WGWFr,PF-WGWSa,PF-WGWTo,PF-WSWFr,PF-WSWSa,PF-WSWTo,PF-WFrTo,PF-WSaTo,PF-WTotl,PF-PSDel,PF-WDelv,PF-CUsFr,PF-CUsSa,PF-CUTot,PF-Power,PF-RecWW,PF-Facil,PF-FacDB,PG-WGWFr,PG-WGWSa,PG-WGWTo,PG-WSWFr,PG-WSWSa,PG-WSWTo,PG-WFrTo,PG-WSaTo,PG-WTotl,PG-PSDel,PG-WDelv,PG-CUsFr,PG-CUsSa,PG-CUTot,PG-Power,PG-RecWW,PG-Facil,PG-FacDB,PN-WGWFr,PN-WGWSa,PN-WGWTo,PN-WSWFr,PN-WSWSa,PN-WSWTo,PN-WFrTo,PN-WSaTo,PN-WTotl,PN-PSDel,PN-WDelv,PN-CUsFr,PN-CUsSa,PN-CUTot,PN-Power,PN-RecWW,PN-Facil,PN-FacDB,MI-WGWFr,MI-WGWSa,MI-WGWTo,MI-WSWFr,MI-WSWSa,MI-WSWTo,MI-WFrTo,MI-WSaTo,MI-WTotl,MI-CUsFr,MI-CUsSa,MI-CUTot,MI-RecWW,LV-WGWFr,LV-WGWSa,LV-WGWTo,LV-WSWFr,LV-WSWSa,LV-WSWTo,LV-WFrTo,LV-WSaTo,LV-WTotl,LV-CUsFr,LV-CUsSa,LV-CUTot,LS-WGWFr,LS-WGWSa,LS-WGWTo,LS-WSWFr,LS-WSWSa,LS-WSWTo,LS-WFrTo,LS-WSaTo,LS-WTotl,LS-CUsFr,LS-CUsSa,LS-CUTot,LA-WGWFr,LA-WGWSa,LA-WGWTo,LA-WSWFr,LA-WSWSa,LA-WSWTo,LA-WFrTo,LA-WSaTo,LA-WTotl,LA-CUsFr,LA-CUsSa,LA-CUTot,IR-WGWFr,IR-WGWSa,IR-WGWTo,IR-WSWFr,IR-WSWSa,IR-WSWTo,IR-WFrTo,IR-WSaTo,IR-WTotl,IR-CUsFr,IR-CUsSa,IR-CUTot,IR-CLoss,IR-IrSpr,IR-IrMic,IR-IrSur,IR-IrTot,IR-RecWW,HY-InUse,HY-OffFr,HY-OffSa,HY-OffTo,HY-InPow,HY-OfPow,HY-ToPow,HY-InFac,HY-OfFac,HY-ToFac,HY-InFDB,HY-OfFDB,HY-ToFDB,WW-PuRet,WW-PuFac,WW-OtFac,WW-RecWW,WW-ToFac,WW-DBFac,RE-SurAr,RE-Evapo,TO-WGWFr,TO-WGWSa,TO-WGWTo,TO-WSWFr,TO-WSWSa,TO-WSWTo,TO-WFrTo,TO-WSaTo,TO-WTotl,TO-CUsFr,TO-CUsSa,TO-CUTot,TO-RecWW,TO-CLoss
1995,CA,6,21,Glenn,26.6,15.43,0,15.43,4.09,0,4.09,0,0,0,4.09,0,4.09,2.82,0.65,0,0,3.47,0.62,265.07,0,4,4,0,0,0,0,0,0,0,0,0,0.65,0.65,0.17,0,0.17,0,11.17,0.75,0,0.75,0.08,0,0.08,0.83,0,0.83,74.31,15.43,2.82,182.76,3.65,0.98,0,0.98,0.57,0,0.57,0.02,0,0.02,0.59,0,0.59,0,0.59,0.17,0,0.17,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,1.07,1.29,0,1.29,2.36,0,2.36,2.36,0,2.36,1,0,1,1.27,0,1.27,2.27,0,2.27,2.27,0,2.27,0.07,0,0.07,0.02,0,0.02,0.09,0,0.09,0.09,0,0.09,282.57,0,282.57,557.92,0,557.92,840.49,0,840.49,683.36,0,683.36,37.08,41.46,5.81,195.13,242.4,0.21,210.38,0,0,0,18.1,0,18.1,2,0,2,2,0,2,2.66,7,0,0,7,2.13,0,0,289.05,0,289.05,559.31,0,559.31,848.36,0,848.36,687.04,0,687.04,0.21,37.08
1995,CA,6,23,Humboldt,124.5,31.9,72.34,104.24,26.56,0,26.56,10.74,0,10.74,37.3,0,37.3,11.93,3.15,16.94,0,32.02,5.28,357.83,0,41,41,0,0,0,4.09,0,4.09,4.09,0,4.09,3.15,7.24,0.82,0,0.82,0,20.26,1.37,0,1.37,0.15,0,0.15,1.52,0,1.52,75.02,104.24,11.93,114.45,13.45,3.5,0,3.5,31.48,0,31.48,0.97,0,0.97,32.45,0,32.45,16.94,49.39,14.32,0,14.32,0,38,5,0,0,0,0,76,76,0,76,76,0,76,0,0,0,179.04,0,1,1,0,0,0,0,76,76,0,76,76,0,76,0,0,0,179.04,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0,1.33,1.56,0,1.56,2.89,0,2.89,2.83,0,2.83,1.15,0,1.15,1.47,0,1.47,2.62,0,2.62,2.62,0,2.62,0.18,0,0.18,0.09,0,0.09,0.27,0,0.27,0.21,0,0.21,25.3,0,25.3,19.97,0,19.97,45.27,0,45.27,44.23,0,44.23,0,2.15,0.1,19.25,21.5,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8,25,13,0.02,38,10.68,0,0,86.04,0,86.04,37.48,76,113.48,123.52,76,199.52,65.7,0,65.7,2.12,0
1995,CA,6,25,Imperial,137.4,121.97,0,121.97,0.16,0,0.16,22.72,0,22.72,22.88,0,22.88,13.7,4.69,0,0,18.39,4.49,187.59,0,12,12,0,0,0,0,0,0,0,0,0,4.69,4.69,1.22,0,1.22,0,15.43,1.04,0,1.04,0.12,0,0.12,1.16,0,1.16,75.18,121.97,13.7,112.32,14.86,4.39,0,4.39,0.43,0,0.43,0.02,0,0.02,0.45,0,0.45,0,0.45,0.13,0,0.13,0,10,1,0,0,0,0.17,0,0.17,0.17,0,0.17,0,0.17,0.15,0,0.15,107.7,0,2,1,0,0,0,0.17,0,0.17,0.17,0,0.17,0,0.17,0.15,0,0.15,107.7,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.92,1.14,0,0,0,0.22,0.92,1.14,0.22,0.92,1.14,0,4.6,0,4.6,8.17,0,8.17,12.77,0,12.77,14.87,0,14.87,2.72,0,2.72,3.46,0,3.46,6.18,0,6.18,6.18,0,6.18,1.88,0,1.88,4.71,0,4.71,6.59,0,6.59,8.69,0,8.69,86.47,0,86.47,2483.56,0,2483.56,2570.03,0,2570.03,2285.66,0,2285.66,189.71,70.06,12.54,487.4,570,18.56,11457.31,361.01,0,361.01,270.08,16.1,286.18,7,2,9,7,2,9,13.26,24,24,0,48,11.83,0,0,92.92,0.92,93.84,2514.76,0,2514.76,2607.68,0.92,2608.6,2306.64,0.92,2307.56,18.56,189.71
1995,CA,6,27,Inyo,18.45,12.38,0.79,13.17,2.44,0,2.44,0.17,0,0.17,2.61,0,2.61,1.76,0.8,0,0,2.56,0.05,198.18,0,6,6,34.6,0,34.6,2.42,0,2.42,37.02,0,37.02,0.8,37.82,0.21,0,0.21,0.09,5.28,0.36,0,0.36,0.04,0,0.04,0.4,0,0.4,75.76,13.17,1.76,133.64,2.16,0.68,0,0.68,0.01,0,0.01,0,0,0,0.01,0,0.01,0,0.01,0.01,0,0.01,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.19,0,59.19,59.19,0,59.19,59.19,0,59.19,0,0.15,0,0.15,0.13,0,0.13,0.28,0,0.28,0.28,0,0.28,0.09,0,0.09,0.11,0,0.11,0.2,0,0.2,0.2,0,0.2,0.06,0,0.06,0.02,0,0.02,0.08,0,0.08,0.08,0,0.08,34.3,0,34.3,15.61,0,15.61,49.91,0,49.91,44.93,0,44.93,0,1.08,0.03,9.89,11,0.51,0,1118.63,0,1118.63,0,392.65,392.65,0,11,11,0,11,11,2.14,9,6,1.32,15,1.64,0,0,71.86,0,71.86,77.56,0,77.56,149.42,0,149.42,105.3,0,105.3,0.6,0
1995,CA,6,29,Kern,616.7,500.9,74.85,575.75,125.37,0,125.37,20.43,0,20.43,145.8,0,145.8,102.14,24.15,1.7,0,127.99,17.81,253.23,0,36,36,0,0,0,14.8,0,14.8,14.8,0,14.8,24.15,38.95,6.29,0,6.29,0.69,40.95,2.76,0,2.76,0.31,0,0.31,3.07,0,3.07,74.97,575.75,102.14,177.4,105.21,30.04,0,30.04,2.6,0.01,2.61,0.08,0,0.08,2.68,0.01,2.69,1.7,4.39,1.27,0,1.27,0,84,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,52.09,52.57,0,0,0,0.48,52.09,52.57,0.47,0,0.47,0,3.96,0,3.96,4.2,0,4.2,8.16,0,8.16,8.2,0,8.2,3.23,0,3.23,4.12,0,4.12,7.35,0,7.35,7.35,0,7.35,0.73,0,0.73,0.08,0,0.08,0.81,0,0.81,0.85,0,0.85,1219.04,0,1219.04,1068.65,0,1068.65,2287.69,0,2287.69,1758.27,0,1758.27,137.22,169.76,64.74,587.2,821.7,2.6,0,988.51,0,988.51,0,601.35,601.35,0,3,3,0,3,3,57.14,47,27,42.52,74,51.48,0,0,1354.21,52.1,1406.31,1108.47,0,1108.47,2462.68,52.1,2514.78,1804.54,0,1804.54,3.29,137.22
1995,CA,6,31,Kings,114.9,74.88,12.37,87.25,21.07,0,21.07,4.51,0,4.51,25.58,0,25.58,19.01,5.84,0.27,0,25.12,0.46,293.18,2.45,9,9,0,0,0,0,0,0,0,0,0,5.84,5.84,1.52,0,1.52,0,27.65,1.87,0,1.87,0.21,0,0.21,2.08,0,2.08,75.23,87.25,19.01,217.88,21.09,5.48,0,5.48,0.14,0,0.14,0,0,0,0.14,0,0.14,0.27,0.41,0.12,0,0.12,0,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0.01,0.01,0,0,0,0,7.44,0,7.44,9.36,0,9.36,16.8,0,16.8,16.79,0,16.79,7.34,0,7.34,9.34,0,9.34,16.68,0,16.68,16.68,0,16.68,0.1,0,0.1,0.02,0,0.02,0.12,0,0.12,0.11,0,0.11,728.26,0,728.26,640.57,0,640.57,1368.83,0,1368.83,1050.57,0,1050.57,82.55,60.36,6.88,425.96,493.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.65,13,5,6.72,18,10.63,0,0,758.78,0.01,758.79,654.65,0,654.65,1413.43,0.01,1413.44,1074.48,0,1074.48,2.45,82.55
1995,CA,6,33,Lake,55.1,19.89,22.43,42.32,2.87,0,2.87,2.96,0,2.96,5.83,0,5.83,3.73,1.01,0,0,4.74,1.09,137.76,0,25,25,0,0,0,0,0,0,0,0,0,1.01,1.01,0.26,0,0.26,1.64,12.78,0.86,0,0.86,0.1,0,0.1,0.96,0,0.96,75.12,42.32,3.73,88.14,4.69,1.25,0,1.25,0.04,0,0.04,0,0,0,0.04,0,0.04,0,0.04,0.01,0,0.01,0,7,3,0,6.5,6.5,0,0,0,0,6.5,6.5,0,6.5,0,5.01,5.01,1302.42,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,6.5,0,0,0,0,6.5,6.5,0,6.5,0,5.01,5.01,1302.42,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0.11,0.08,0,0.08,0.19,0,0.19,0.19,0,0.19,0.05,0,0.05,0.07,0,0.07,0.12,0,0.12,0.12,0,0.12,0.06,0,0.06,0.01,0,0.01,0.07,0,0.07,0.07,0,0.07,41.16,0,41.16,8.89,0,8.89,50.05,0,50.05,48.9,0,48.9,2.07,5.41,1.93,8.26,15.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.43,15,4,4.46,19,2.64,0,0,45.04,6.5,51.54,12.03,0,12.03,57.07,6.5,63.57,50.61,5.01,55.62,1.64,2.07
1995,CA,6,35,Lassen,28.65,16.78,0,16.78,5.45,0,5.45,0,0,0,5.45,0,5.45,1.94,2.36,0.13,0,4.43,1.02,324.79,0,8,8,0,0,0,0,0,0,0,0,0,2.36,2.36,0.61,0,0.61,0,11.87,0.8,0,0.8,0.09,0,0.09,0.89,0,0.89,74.98,16.78,1.94,115.61,2.83,0.74,0,0.74,0.17,0,0.17,0.01,0,0.01,0.18,0,0.18,0.13,0.31,0.09,0,0.09,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0.24,0.22,0,0.22,0.46,0,0.46,0.46,0,0.46,0.16,0,0.16,0.2,0,0.2,0.36,0,0.36,0.36,0,0.36,0.08,0,0.08,0.02,0,0.02,0.1,0,0.1,0.1,0,0.1,115.87,0,115.87,178,0,178,293.87,0,293.87,257.8,0,257.8,5.51,10.28,0.23,96.49,107,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,8,6,0.46,14,1.68,0,0,122.53,0,122.53,178.32,0,178.32,300.85,0,300.85,259.7,0,259.7,1.72,5.51
1995,CA,6,37,Los Angeles,9352.2,2794.16,6519.7,9313.86,523.94,0,523.94,948.86,0,948.86,1472.8,0,1472.8,1058.38,287.59,94.88,3.95,1444.8,28,158.13,9.81,125,125,0.87,0,0.87,0,0,0,0.87,0,0.87,287.59,288.46,74.79,0,74.79,9.18,38.34,2.59,0,2.59,0.29,0,0.29,2.88,0,2.88,75.12,9313.86,1058.38,113.63,1061.26,299.46,0,299.46,162.27,0,162.27,5.02,0,5.02,167.29,0,167.29,94.88,262.17,77.02,0,77.02,3.4,6822,64,0,0,0,0,2419.87,2419.87,0,2419.87,2419.87,3.95,2423.82,4.43,0,4.43,15071.86,0.26,14,14,0,0,0,0,2419.87,2419.87,0,2419.87,2419.87,3.95,2423.82,4.43,0,4.43,15071.86,0.26,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.67,43.67,0,0,0,0,43.67,43.67,0,0,0,0,1.96,0,1.96,0.87,0,0.87,2.83,0,2.83,2.81,0,2.81,0.38,0,0.38,0.48,0,0.48,0.86,0,0.86,0.86,0,0.86,1.58,0,1.58,0.39,0,0.39,1.97,0,1.97,1.95,0,1.95,19.95,0,19.95,16.41,0,16.41,36.36,0,36.36,31.67,0,31.67,0.78,3.89,0.98,11.53,16.4,26.93,478.81,1176.64,0,1176.64,354.06,415.78,769.84,1,17,18,1,16,17,999.28,41,18,35.8,59,979.27,0,0,711.58,43.67,755.25,971.45,2419.87,3391.32,1683.03,2463.54,4146.57,490.18,0,490.18,49.58,0.78
1995,CA,6,39,Madera,106.4,56.64,0.36,57,17.02,0,17.02,0.17,0,0.17,17.19,0,17.19,12.96,2.04,0.09,0,15.09,2.1,301.58,0,16,16,0,0,0,0,0,0,0,0,0,2.04,2.04,0.53,0,0.53,0,49.4,3.33,0,3.33,0.37,0,0.37,3.7,0,3.7,74.9,57,12.96,227.37,16.66,4.33,0,4.33,3.67,0,3.67,0.12,0,0.12,3.79,0,3.79,0.09,3.88,1.12,0,1.12,0,19,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,0,3.89,3.07,0,3.07,6.96,0,6.96,6.17,0,6.17,2.35,0,2.35,3,0,3,5.35,0,5.35,5.35,0,5.35,1.54,0,1.54,0.07,0,0.07,1.61,0,1.61,0.82,0,0.82,285.92,0,285.92,663.4,0,663.4,949.32,0,949.32,760.52,0,760.52,103.37,73.93,47,190.27,311.2,0,0,412.01,0,412.01,0,154.82,154.82,0,5,5,0,5,5,7.61,14,14,0.43,28,6.3,0,0,313.83,0,313.83,667.13,0,667.13,980.96,0,980.96,772.67,0,772.67,0,103.37
1995,CA,6,41,Marin,238.9,5.45,224.9,230.35,0.46,0,0.46,36.55,0,36.55,37.01,0,37.01,28.4,4.33,1.67,0,34.4,2.61,160.67,0,8,8,0,0,0,0,0,0,0,0,0,4.33,4.33,1.13,0,1.13,0,8.55,0.58,0,0.58,0.06,0,0.06,0.64,0,0.64,74.85,230.35,28.4,123.29,29.04,7.55,0,7.55,0,0,0,0,0,0,0,0,0,1.67,1.67,0.48,0,0.48,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0.98,1.21,0,1.21,2.19,0,2.19,2.19,0,2.19,0.94,0,0.94,1.2,0,1.2,2.14,0,2.14,2.14,0,2.14,0.04,0,0.04,0.01,0,0.01,0.05,0,0.05,0.05,0,0.05,0.06,0,0.06,1.07,0,1.07,1.13,0,1.13,1.13,0,1.13,0,0.12,0.02,0.86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.93,21,10,2.93,31,16.37,0,0,2.08,0,2.08,38.89,0,38.89,40.97,0,40.97,12.48,0,12.48,0,0
1995,CA,6,43,Mariposa,15.9,5.33,2.82,8.15,0.92,0,0.92,1.07,0,1.07,1.99,0,1.99,0.94,0.69,0,0,1.63,0.36,244.17,0,9,9,0,0,0,0,0,0,0,0,0,0.69,0.69,0.18,0,0.18,0,7.75,0.52,0,0.52,0.06,0,0.06,0.58,0,0.58,74.84,8.15,0.94,115.34,1.52,0.4,0,0.4,0.01,0,0.01,0,0,0,0.01,0,0.01,0,0.01,0.01,0,0.01,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0.26,0.29,0,0.29,0.55,0,0.55,0.54,0,0.54,0.22,0,0.22,0.28,0,0.28,0.5,0,0.5,0.5,0,0.5,0.04,0,0.04,0.01,0,0.01,0.05,0,0.05,0.04,0,0.04,1.94,0,1.94,3.25,0,3.25,5.19,0,5.19,4.22,0,4.22,0.3,0.26,0.06,1.38,1.7,0.04,2259.29,0,0,0,518.12,0,518.12,2,0,2,2,0,2,2.01,20,13,0,33,1.51,0,0,3.65,0,3.65,4.67,0,4.67,8.32,0,8.32,5.35,0,5.35,0.04,0.3
1995,CA,6,45,Mendocino,84.3,25,24.68,49.68,6.8,0,6.8,1.96,0,1.96,8.76,0,8.76,6.63,1.3,0.38,0,8.31,0.45,176.33,0,15,15,0,0,0,0,0,0,0,0,0,1.3,1.3,0.34,0,0.34,0,34.62,2.34,0,2.34,0.26,0,0.26,2.6,0,2.6,75.1,49.68,6.63,133.45,9.23,2.4,0,2.4,3.34,0,3.34,0.1,0,0.1,3.44,0,3.44,0.38,3.82,1.11,0,1.11,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09,0,1.09,0.3,0,0.3,1.39,0,1.39,0.73,0,0.73,0.19,0,0.19,0.24,0,0.24,0.43,0,0.43,0.43,0,0.43,0.9,0,0.9,0.06,0,0.06,0.96,0,0.96,0.3,0,0.3,13.44,0,13.44,22.93,0,22.93,36.37,0,36.37,36.19,0,36.19,0,4.57,5.79,13.24,23.6,4.75,0,69.62,0,69.62,0,25.75,25.75,0,1,1,0,1,1,6.42,22,9,0,31,4.18,0,0,27.01,0,27.01,25.55,0,25.55,52.56,0,52.56,40.77,0,40.77,4.75,0
1995,CA,6,47,Merced,198.5,151.61,1.53,153.14,33.12,0,33.12,0.41,0,0.41,33.53,0,33.53,29.82,2.49,0.45,0,32.76,0.77,218.95,0,15,15,0,0,0,0,0,0,0,0,0,2.49,2.49,0.65,0,0.65,0,45.36,3.06,0,3.06,0.34,0,0.34,3.4,0,3.4,74.96,153.14,29.82,194.72,33.22,8.95,0,8.95,4.37,0,4.37,0.14,0,0.14,4.51,0,4.51,0.45,4.96,1.44,0,1.44,0,26,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.25,0,18.25,43.16,0,43.16,61.41,0,61.41,39.52,0,39.52,16.96,0,16.96,21.59,0,21.59,38.55,0,38.55,38.55,0,38.55,1.29,0,1.29,21.57,0,21.57,22.86,0,22.86,0.97,0,0.97,508.71,0,508.71,1076.87,0,1076.87,1585.58,0,1585.58,1272.12,0,1272.12,166.94,98.44,22.24,397.12,517.8,0,734,1078.43,0,1078.43,12.68,234.36,247.04,3,3,6,3,3,6,15.86,29,5,0,34,14.49,0,0,567.51,0,567.51,1120.92,0,1120.92,1688.43,0,1688.43,1322.68,0,1322.68,0,166.94
1995,CA,6,49,Modoc,10.04,4.66,0,4.66,1.18,0,1.18,0,0,0,1.18,0,1.18,0.7,0.23,0,0,0.93,0.25,253.22,0,3,3,0,0,0,0,0,0,0,0,0,0.23,0.23,0.06,0,0.06,0,5.38,0.36,0,0.36,0.04,0,0.04,0.4,0,0.4,74.35,4.66,0.7,150.21,1.1,0.29,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,0,1.04,0.39,0,0.39,1.43,0,1.43,0.8,0,0.8,0.28,0,0.28,0.36,0,0.36,0.64,0,0.64,0.64,0,0.64,0.76,0,0.76,0.03,0,0.03,0.79,0,0.79,0.16,0,0.16,141.65,0,141.65,284.34,0,284.34,425.99,0,425.99,331.43,0,331.43,9.88,15.8,1.11,138.79,155.7,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,5,0,0,5,0.39,0,0,144.23,0,144.23,284.77,0,284.77,429,0,429,332.58,0,332.58,1.27,9.88
1995,CA,6,51,Mono,10.55,3.94,4.82,8.76,1.03,0,1.03,1.64,0,1.64,2.67,0,2.67,1.29,0.53,0,0,1.82,0.85,304.79,0,5,5,0.19,0,0.19,9.37,0,9.37,9.56,0,9.56,0.53,10.09,0.14,0,0.14,0,1.79,0.12,0,0.12,0.01,0,0.01,0.13,0,0.13,72.63,8.76,1.29,147.26,1.42,0.43,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0.15,0.15,0,0.15,0.3,0,0.3,0.29,0,0.29,0.11,0,0.11,0.14,0,0.14,0.25,0,0.25,0.25,0,0.25,0.04,0,0.04,0.01,0,0.01,0.05,0,0.05,0.04,0,0.04,88.59,0,88.59,120.18,0,120.18,208.77,0,208.77,200.74,0,200.74,0,4.97,0.15,46.08,51.2,6.1,0,1144.11,0,1144.11,0,371.97,371.97,0,5,5,0,5,5,2.35,8,6,0,14,2.13,0,0,90.08,0,90.08,131.35,0,131.35,221.43,0,221.43,201.6,0,201.6,6.1,0
